model,metric,average,median,ci_lower,ci_upper
qlora-roberta-base,accuracy,0.9761678888255341,0.976184477477358,0.9750702796600056,0.9772187819076287
qlora-roberta-base,precision,0.9678539112974239,0.9678641463687989,0.9657760662781975,0.9699569376940546
qlora-roberta-base,recall,0.9568834048465,0.9569000242264596,0.9544289918332329,0.9593656079989639
qlora-roberta-base,f1,0.9622220139486236,0.9622534852897371,0.960147719534783,0.9643957091197896
qlora-roberta-base,matthews_correlation,0.9683488619890345,0.9683705206248523,0.966878902903107,0.969721369685338
